RestaurantName,URL,Rewards,Rewards Signup,Gift Cards,Find Card,Online Order
Gustazo - Cuban Restaurant & Cafe,http://www.gustazo-cubancafe.com,,,,,
Element Seafood,http://www.elementgreatneck.com,,,,,
Lolo Hawaiian BBQ,http://www.lolohawaiianbbq.com,,,,,
Rudy's Country Store & Bar-B-Q,http://www.rudysbbq.com,,,,,
Bavarian Bakery and Deli,http://www.yourfavoritebakery.com,,,,,https://www.toasttab.com/bavarian-bakery-and-deli/v2/online-order#!/order
Bennett's Pure Food Bistro,http://www.bennettsbistro.com/,,,,,
Mariscos El Charco,http://www.mariscoselcharco.com,,,,,
CO-OP,https://www.coopramen.com/,,,https://www.toasttab.com/co-op/giftcards,,
Holcombs Classics,http://www.holcombsclassics.com,,,,,
Fri 2/14 WE ARE BACK!! Hartford Hospital,http://trufflesbakery.com/,,,,,
Southern Grounds & Company,http://www.southerngrounds.com,,,,,https://www.toasttab.com/locations/f7487643-e5b8-4522-82d8-a2601edcace1#!/
East Coast Provisions,https://eastcoastrva.com,,,,,
Noona's,https://www.noonaspizza.com/,,,,,https://www.toasttab.com/noonas/v2/online-order#!/
Comfort CRAFT Cafe,http://www.ComfortCRAFTcafe.com,,,,,
Wayne Dabrowski - Test,http://www.inkdrinkinc.com,,,,,
Mt. Pleasant Grille's Retro Lunch Menu,https://www.mtpleasantgrille.com,,,https://www.toasttab.com/mt-pleasant-grille/giftcards,,
Jefe's Taco Shop,http://www.jefestacoshop.com,,,,,
Sunset Room Cafe,https://www.sunsetroomparkcity.com/,,,,,
@nerdvana.coffee+shop,http://nerdvanafrisco.com/coffee/,,,,,
Afro Deli & Grill,https://www.afrodeli.com,,,,,
Barrio,http://www.barriochicago.com,,,,,
101 North Eatery & Bar,https://www.101northeateryandbar.com,,,,,
Somtum Modern Thai Cuisine,http://www.somtummondernthaicuisine.com,,,,,
Spin Pollo,http://www.spinpollo.com,,,,,
Jimmies - Test,http://www.josephinepratt.com,,,,,
Beaker & Gray,http://www.beakerandgray.com,,,https://www.toasttab.com/beakerandgray/giftcards,,
CRAFT Donuts + Coffee,https://www.craftdonutscoffee.com,,,https://www.toasttab.com/craft-donuts-coffee/giftcards,,https://www.toasttab.com/locations/41a3191d-f8c8-47a8-a02a-b8418526159b#!/
Five Suns Brewing,http://www.fivesunsbrewing.com,,,,,
Southfin Southern Poke,https://southfinpoke.com/,,,,,
Momi Nonmi,http://www.mominonmi.com,,,,,
East Side Pies,https://eastsidepies.com,,,https://www.toasttab.com/east-side-pies-rosewood/giftcards,,https://www.toasttab.com/east-side-pies-n183/v2/online-order#!/
Zin Gastro Pub,http://www.zingastropub.com,,,,,
Taste by Niche,http://www.tastebarstl.com,,,https://www.toasttab.com/tastebarstl/giftcards,,
Wayside Market,http://www.waysidemarket.com,,,,,
Cioffi's Italian Restaurant & Pizzeria,http://www.cioffisfood.com,,,,,
Breakfast Club,https://www.breakfastclub.us,,,,,
Mala Project,http://www.malaproject.nyc,,,,,
Sartini's Pizzeria,http://Sartinis-Pizza.com,,,,,
The Dive Steam Kettle Cooking,https://www.divesteamkettlecooking.com,,,,,https://www.toasttab.com/the-dive-skc/v2/online-order#!/
La Hacienda Dover,http://www.lahadelaware.com,,,,,
Blue Ash Chili,http://www.blueashchili.com,,,,,
Biju's Little Curry Shop,http://www.littlecurryshop.com,,,,,
